0-1 correctness,avg f1 score,mean log prob,perplexity,dataset_size,total answer tokens,num log probs,top-1 accuracy,top-5 accuracy,top-10 accuracy,args/model,args/rate,args/batch_size,args/k,args/intervention,args/lname,args/lnum,args/dataset,args/prop_data,Frobenius_ratio,args/test,args/learning_rate,args/num_epochs
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{},fine_tune,0.001,2.0
22.865853658536587,,-5.803853324898405,331.5747667430341,328,328.0,328,22.865853658536587,37.19512195121951,41.15853658536585,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{'layer_layer_weight': 0.8058831691741943},fine_tune,0.001,2.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{},fine_tune,0.001,2.0
22.865853658536587,,-5.807623014103894,332.82705945621814,328,328.0,328,22.865853658536587,37.5,40.54878048780488,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{'layer_layer_weight': 0.8058849573135376},fine_tune,0.001,2.0
18.59756097560976,,-6.075921199148203,435.2502700726672,328,328.0,328,18.59756097560976,31.70731707317073,38.109756097560975,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{'layer_layer_weight': 0.8058849573135376},fine_tune,0.001,2.0
17.645269242470338,,-5.714030972443584,303.0903580512891,3287,3287.0,3287,17.645269242470338,32.61332522056586,40.06693033160937,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.05,{},fine_tune,0.0001,10.0
15.789473684210526,,-5.893504684510467,362.6741180064816,3287,3287.0,3287,15.789473684210526,29.571037420139945,36.507453605111046,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.05,{'layer_layer_weight': 0.805869460105896},fine_tune,0.0001,10.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{},fine_tune,0.0001,10.0
22.865853658536587,,-5.815665291690427,335.5145393010306,328,328.0,328,22.865853658536587,37.5,40.85365853658536,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{'layer_layer_weight': 0.8058236837387085},fine_tune,0.0001,10.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{},fine_tune,0.0001,10.0
23.17073170731708,,-5.794661179003192,328.540848583822,328,328.0,328,23.17073170731708,37.5,41.76829268292683,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{'layer_layer_weight': 0.8058517575263977},fine_tune,0.0001,10.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{},evaluate,0.001,2.0
22.865853658536587,,-5.804454906798172,331.7742961317431,328,328.0,328,22.865853658536587,38.109756097560975,41.15853658536585,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.005,{'layer_layer_weight': 0.8059393167495728},evaluate,0.001,2.0
